"formula","1","2","3","4","5"
"(p->~(~((~(p->((q->r)->((p->p)->q)))->p)->q)->~p))->r","p,q,r","p,q,r","p,q,r","p","p"
"~((p->q)->(q->((p->((((p->~p)->q)->~r)->~(p->q)))->q)))","p,q,r","p,q,r","p,q,r","p","p"
"(p->(p->q))->(~(r->~r)->(p->(q->(~((~p->p)->r)->q))))","p,q,r","p,q,r","p,q,r","p","p"
"~(((p->p)->q)->(p->~~((r->r)->(q->p))))->(q->(q->~p))","p,q,r","p,q,r","p,q,r","p","p"
"(~((~(p->~p)->((q->(~r->r))->r))->p)->p)->((q->p)->q)","p,q,r","p,q,r","p,q,r","p","p"
"(p->~q)->(r->((r->(((~q->~((q->q)->p))->p)->q))->~p))","p,q,r","p,q,r","p,q,r","p","p"
"(p->((p->(p->(q->~(~r->p))))->p))->~((r->p)->(p->~q))","p,q,r","p,q,r","p,q,r","p","p"
"(~p->(p->(~(p->(q->q))->q)))->~~(((r->q)->(p->r))->p)","p,q,r","p,q,r","p,q,r","p","p"
"~~(p->~(q->p))->((r->p)->(((q->(p->~r))->p)->(p->p)))","p,q,r","p,q,r","p,q,r","p","p"
"p->~~(((~(q->~q)->(q->(((r->r)->q)->q)))->(q->q))->r)","p,q,r","p,q,r","p,q,r","p","p"
"(((p->q)->~~q)->(((((q->p)->~q)->r)->p)->(~r->q)))->r","p,q,r","p,q,r","p,q,r","p","p"
"p->(p->((~(((p->q)->~((~q->r)->p))->q)->~(r->q))->q))","p,q,r","p,q,r","p,q,r","p","p"
"~p->(~(q->p)->(r->(~(q->p)->(p->(r->(~q->(p->p)))))))","p,q,r","p,q,r","p,q,r","p","p"
"(p->(((~((p->~q)->r)->r)->(q->r))->~p))->(q->(q->~q))","p,q,r","p,q,r","p,q,r","p","p"
"((p->(~~(q->~((q->p)->q))->r))->(p->((r->~p)->r)))->q","p,q,r","p,q,r","p,q,r","p","p"
"~((~(p->((p->p)->(q->p)))->r)->q)->(p->(~~(r->q)->r))","p,q,r","p,q,r","p,q,r","p","p"
"~p->(((p->~~((~q->p)->q))->((q->q)->(r->(r->q))))->q)","p,q,r","p,q,r","p,q,r","p","p"
"p->(q->~(r->(p->(((p->r)->(r->r))->(q->~(~~p->q))))))","p,q,r","p,q,r","p,q,r","p","p"
"~((~(p->((q->(q->q))->~p))->q)->(r->~(r->(r->r))))->r","p,q,r","p,q,r","p,q,r","p","p"
"~~(~(p->(q->(p->((((p->p)->r)->p)->(r->p)))))->r)->~q","p,q,r","p,q,r","p,q,r","p","p"
"(p->((~q->(r->~q))->r))->((~~p->(q->((r->q)->p)))->q)","p,q,r","p,q,r","p,q,r","p","p"
"~(p->((~((q->r)->r)->(s->~p))->((~(s->q)->p)->(r->s))))","p,r,s","p,r,s","p,r,s","q","p"
"((p->q)->((~r->p)->~((s->~s)->(s->(r->r)))))->(~p->r)","p,r","p,r","q,s","q,s","p"
"((((p->((p->~~q)->(r->s)))->r)->r)->(~r->~q))->(r->p)","p,r","p,r","q,s","q,s","p"
"~(~((((~(p->q)->p)->r)->q)->(p->~(q->(r->(r->p)))))->s)","p,s","p,s","q,r","q,r","p"
"(p->(~(~q->((p->r)->~r))->(~((q->q)->(s->s))->p)))->s","s","p","q","r","p"
"(p->q)->((r->(r->((r->r)->(~~(~r->s)->(~r->s)))))->s)","s","p,q,r","p,q,r","p,q,r","p"
"((((~(~~~p->q)->q)->r)->p)->((s->s)->((q->p)->s)))->r","r","p,q,s","p,q,s","p,q,s","p"
"~(p->((q->(r->(p->(r->((~~(p->r)->q)->p)))))->r))->~s","p,r,s","p,r,s","p,r,s","q","p"
"(p->~~~(q->(((q->((~p->(p->q))->(q->q)))->p)->r)))->s","s","p,q,r","p,q,r","p,q,r","p"
"((p->(((~p->q)->~(~(p->p)->~p))->((r->s)->s)))->p)->p","p","q","r","s","p"
"(p->((q->~((q->p)->(p->q)))->(p->((~~r->~s)->p))))->r","r","p,q,s","p,q,s","p,q,s","p"
"~(~(p->((q->q)->((r->r)->r)))->(~~s->(p->((s->q)->r))))","p,r,s","p,r,s","p,r,s","q","p"
"p->((p->(((~((q->r)->s)->p)->s)->(r->(~~p->~s))))->q)","p,q","p,q","r,s","r,s","p"
"~p->((((q->((~~q->r)->q))->((p->q)->s))->p)->~(s->s))","p","q,r,s","q,r,s","q,r,s","p"
"~((~p->((~(q->q)->(r->((q->q)->((s->~r)->p))))->p))->s)","s","p,q,r","p,q,r","p,q,r","p"
"p->~((q->r)->(r->((~(r->(~r->r))->(~(r->p)->r))->s)))","p","q,r,s","q,r,s","q,r,s","p"
"~((p->(((q->(p->(~(~q->((r->q)->p))->q)))->p)->~q))->s)","s","p,q,r","p,q,r","p,q,r","p"
"(~(((p->((q->~q)->r))->((r->s)->q))->q)->~(r->p))->~q","q","p","r","s","p"
"~(~(p->p)->(q->(r->(~(p->(q->((s->r)->q)))->s))))->~q","p,q","p,q","r","s","p"
"~(p->(~q->(~r->~p)))->(((((p->q)->(s->r))->s)->r)->r)","p,q,r","p,q,r","p,q,r","s","p"
"p->(~(q->p)->(q->(q->(~~(q->(~r->((p->r)->s)))->q))))","p,q","p,q","r","s","p"
"(p->((~(p->q)->(~(r->q)->((p->~q)->q)))->(~r->s)))->q","q","p,r,s","p,r,s","p,r,s","p"
"(~(p->q)->r)->((~(~((s->s)->~(q->q))->r)->(r->s))->r)","r","p,q,s","p,q,s","p,q,s","p"
"p->(((q->((p->p)->~~q))->((~r->p)->((s->~p)->q)))->r)","p,r","p,r","q,s","q,s","p"
"~(p->q)->((q->(~~r->(p->(q->~p))))->((p->(s->q))->p))","p","q","r","s","p"
"(~p->(q->r))->(((s->p)->~(q->r))->(p->((~~s->q)->p)))","p","q","r","s","p"
"p->(q->(p->(r->~(((s->~(~(r->s)->(q->q)))->s)->~q))))","p,q,r","p,q,r","p,q,r","s","p"
"p->(~(q->(q->(r->(~p->(~s->((s->(q->s))->~p))))))->q)","p,q","p,q","r","s","p"
"p->((((p->((~q->((r->r)->q))->s))->~p)->(~~r->r))->p)","p","q","r","s","p"
"(~p->~(((q->(~r->s))->s)->((s->(q->p))->~r)))->(s->s)","s","p","q","r","p"
"p->((~(~((q->~q)->r)->p)->(~r->s))->((q->q)->(p->q)))","p,q","p,q","r,s","r,s","p"
"~(((p->q)->((p->r)->s))->~(~(q->s)->r))->(p->~(p->p))","p","q,r,s","q,r,s","q,r,s","p"
"(((~p->~q)->~p)->(q->((r->(r->(s->(p->~r))))->q)))->q","q","p","r","s","p"
"((p->~(q->(((~((p->r)->~r)->q)->s)->q)))->s)->(~r->p)","p,r","p,r","q,s","q,s","p"
"((p->q)->(r->((~(~s->~q)->s)->~(((p->r)->p)->p))))->p","p","q,r,s","q,r,s","q,r,s","p"
"~((p->(~q->p))->((r->(q->((p->(~~s->(q->r)))->r)))->r))","r","p,q,s","p,q,s","p,q,s","p"
"p->~((((q->(~r->q))->~q)->((~((q->r)->s)->q)->p))->p)","p","q","r","s","p"
"~(p->((~((((q->((r->(s->~p))->s))->r)->p)->~s)->r)->q))","p,q","p,q","r,s","r,s","p"
"~(p->(q->r))->~(((s->(~(p->p)->q))->p)->~((s->r)->r))","p,q,r","p,q,r","p,q,r","s","p"
"(((((p->(q->~((q->q)->~r)))->s)->(~r->q))->r)->~r)->q","q,r","q,r","p,s","p,s","p"
"(p->~(~(~~(q->r)->q)->(p->q)))->(((r->p)->p)->(q->s))","q,s","q,s","p,r","p,r","p"
"p->((~~(p->(q->r))->~(s->~((s->q)->p)))->(q->(p->p)))","p","q","r","s","p"
"(p->(~(~q->(~(r->s)->((~r->(s->(s->p)))->p)))->q))->q","q","p,r,s","p,r,s","p,r,s","p"
"(p->q)->~(~(r->((q->s)->p))->(s->(((~q->p)->p)->~s)))","p,q,r,s","p,q,r,s","p,q,r,s","p,q,r,s","p"
"p->~((~((((p->(q->(r->s)))->q)->q)->p)->q)->~(q->~p))","p","q,r,s","q,r,s","q,r,s","p"
"((~(p->(((q->(r->q))->(s->~p))->p))->~(~s->q))->s)->r","r","p,q,s","p,q,s","p,q,s","p"
"(~p->(((q->(r->(~~r->((r->~r)->p))))->s)->(s->p)))->r","r","p,q,s","p,q,s","p,q,s","p"
"(p->(((~~q->p)->~r)->(~(s->(r->(r->(p->q))))->p)))->s","s","p","q","r","p"
"(~(p->q)->(~~~r->(q->(((s->((p->q)->r))->q)->s))))->s","s","p,q,r","p,q,r","p,q,r","p"
"~(~(p->q)->(~(q->p)->r))->((s->~(s->(q->(s->r))))->s)","p,q","p,q","r","s","p"
"p->(~((~~((q->(q->q))->~(q->r))->s)->r)->(p->(p->r)))","p,r","p,r","q,s","q,s","p"
"((p->(q->(((~(q->(r->(r->q)))->s)->~~s)->~r)))->s)->q","q","p,r,s","p,r,s","p,r,s","p"
"((p->((p->q)->r))->(p->(p->s)))->~((~p->~~(s->q))->r)","p,q,r,s","p,q,r,s","p,q,r,s","p,q,r,s","p"
"(p->(((q->~r)->s)->(r->(~s->(q->(r->s))))))->(~r->~r)","r","p","q","s","p"
"p->((((p->q)->~(r->~((((r->~q)->p)->~p)->q)))->s)->p)","p","q","r","s","p"
"((((~((p->q)->~(q->r))->~~(r->s))->(p->s))->p)->q)->p","p","q","r","s","p"
"~(((((p->((q->~(r->p))->(s->s)))->(~~p->s))->q)->q)->r)","r","p,q,s","p,q,s","p,q,s","p"
"~~((p->((q->((~((p->p)->r)->~(s->q))->s))->s))->(s->q))","q,s","q,s","p,r","p,r","p"
"~(~(p->p)->((q->(r->s))->(r->(p->(p->(~~p->s))))))->s","p","q","r","s","p"
"(p->p)->~(~((q->r)->(~p->(~((q->s)->s)->p)))->(p->s))","p","q","r","s","p"
"~(p->(((~p->q)->(~r->~(p->((q->((p->q)->s))->q))))->p))","p","q","r","s","p"
"(p->((((q->q)->(~~r->r))->(q->~~s))->q))->((q->s)->r)","r","p,q,s","p,q,s","p,q,s","p"
"((~~(p->((((q->r)->r)->~r)->p))->s)->((~s->r)->q))->s","s","p,q,r","p,q,r","p,q,r","p"
"~(p->~(q->((p->(((r->s)->~r)->(~r->q)))->(q->(r->q)))))","p","q,r,s","q,r,s","q,r,s","p"
"p->~(q->(~(r->((r->q)->(~(q->r)->r)))->((p->r)->~s)))","p","q,r,s","q,r,s","q,r,s","p"
"(p->((((p->q)->p)->p)->(~((p->q)->~~~(r->s))->q)))->s","s","p,q,r","p,q,r","p,q,r","p"
"(~~((~(p->q)->r)->(s->((q->(q->s))->q)))->(q->~r))->r","r","p","q","s","p"
"~(p->((q->((((~p->(q->p))->r)->s)->~~((s->s)->p)))->q))","p,q","p,q","r,s","r,s","p"
"(~~p->(q->(((p->(((r->~r)->r)->p))->(p->~s))->r)))->s","s","p,q,r","p,q,r","p,q,r","p"
"p->(((p->~(p->(q->(r->r))))->(r->s))->((~~q->p)->~r))","p,r","p,r","q,s","q,s","p"
"(p->(p->~(~(~(~q->r)->(r->(s->(p->p))))->(q->s))))->s","p,s","p,s","q,r","q,r","p"
"p->(q->~(((q->q)->(p->(~p->(r->s))))->~((~q->s)->p)))","p","q","r","s","p"
"(p->(~((p->(q->q))->r)->r))->((q->q)->(~(~p->r)->~s))","p,r,s","p,r,s","p,r,s","q","p"
"(~p->~q)->(((~p->((((r->s)->r)->q)->r))->s)->(~q->r))","q,r","q,r","p,s","p,s","p"
"p->(q->((~q->~~r)->((~s->(s->s))->((p->(q->q))->s))))","p,q,s","p,q,s","p,q,s","r","p"
"~((((p->(~(q->q)->r))->(s->s))->r)->~((~p->s)->(p->r)))","r","p,q,s","p,q,s","p,q,s","p"
"(((~p->q)->r)->(r->p))->(((r->~(~(q->~p)->r))->s)->q)","q","p,r,s","p,r,s","p,r,s","p"
"(p->(p->(q->~((p->((~r->~s)->~p))->(q->q)))))->(s->s)","s","p","q","r","p"
"~(((p->(((~p->~(q->(~q->r)))->((r->r)->s))->p))->q)->r)","r","p,q,s","p,q,s","p,q,s","p"
"(~(p->(((q->((r->~p)->s))->p)->s))->s)->(s->(~p->~q))","p,q,s","p,q,s","p,q,s","r","p"
"~(p->(q->(((r->p)->(~(p->~q)->~r))->((s->r)->(p->r)))))","p,q,r","p,q,r","p,q,r","s","p"
"~(p->((p->q)->(((r->s)->q)->(r->(p->(~~(p->p)->~q))))))","p,q,r","p,q,r","p,q,r","s","p"
"((~~p->~(~(p->((q->((q->r)->q))->p))->r))->(s->q))->s","s","p","q","r","p"
"(p->p)->~((p->p)->((p->((p->q)->r))->(~p->(~~s->r))))","p","q,r,s","q,r,s","q,r,s","p"
"~((p->(q->(q->~(~(((r->p)->q)->r)->s))))->(r->(~q->s)))","q,r,s","q,r,s","q,r,s","p","p"
"~((p->(((p->(q->~~(r->(r->q))))->~r)->p))->(q->(r->s)))","q,r,s","q,r,s","q,r,s","p","p"
"p->(~q->(((r->p)->(~((p->p)->~((p->r)->s))->q))->~r))","p,q,r","p,q,r","p,q,r","s","p"
"p->((~((q->((p->r)->~~(s->s)))->(q->(p->p)))->s)->~q)","p,q","p,q","r,s","r,s","p"
"((~p->((q->(r->(~s->((~~p->q)->p))))->p))->r)->(r->p)","p,r","p,r","q,s","q,s","p"
"~((p->p)->p)->((((p->q)->((~q->~(r->~s))->q))->r)->q)","p,q","p,q","r,s","r,s","p"
"~((~(p->q)->((r->r)->((s->((s->~p)->q))->r)))->(p->~q))","p,q","p,q","r,s","r,s","p"
"~(~p->(p->q))->~(p->((((r->r)->s)->~s)->(p->(p->r))))","p","q","r","s","p"
"((~~((~(p->q)->q)->((r->q)->(p->~s)))->(p->p))->q)->p","p","q,r,s","q,r,s","q,r,s","p"
"p->((~((~q->((r->(s->q))->p))->((r->p)->q))->~q)->~q)","p,q","p,q","r,s","r,s","p"
"(p->q)->(~(p->r)->(((~~q->s)->s)->(~q->(p->(r->p)))))","p,r","p,r","q","s","p"
"((p->(q->r))->~(~((p->s)->~r)->(s->r)))->~((p->p)->s)","r","p,q,s","p,q,s","p,q,s","p"
"(~p->((q->p)->((~p->(r->(r->p)))->(r->~s))))->~(s->s)","s","p,q,r","p,q,r","p,q,r","p"
"(p->((p->q)->(~~(p->r)->((~~(s->s)->p)->s))))->(q->r)","q,r","q,r","p,s","p,s","p"
"((p->~q)->(((r->~p)->~(~(r->q)->r))->(s->q)))->(p->q)","p,q","p,q","r,s","r,s","p"
"(~(p->(q->(r->(s->s))))->((p->~(~q->p))->s))->~(s->s)","s","p","q","r","p"
"(((p->(q->(~(r->s)->(~p->q))))->q)->~(t->p))->~(q->t)","q","p,t","p,t","r,s","r,s"
"(p->((~(q->r)->~~(~((q->q)->r)->(s->(q->p))))->t))->t","t","p,q,r","p,q,r","p,q,r","s"
"~~(((~p->q)->(q->q))->((q->r)->((p->(~s->(r->t)))->p)))","p","q,r,s","q,r,s","q,r,s","t"
"(p->((((q->~q)->(~(r->~(~s->p))->(t->t)))->p)->p))->s","s","p,q,t","p,q,t","p,q,t","r"
"((p->(p->~(q->((p->~((~r->s)->~t))->(r->r)))))->t)->t","t","p,q,r","p,q,r","p,q,r","s"
"~(((~(~(p->(p->p))->p)->q)->r)->p)->(s->(~(t->s)->r))","s","p","q","r","t"
"(~((p->~(q->r))->q)->(s->~((s->r)->~(p->r))))->(t->q)","q,t","q,t","r,s","r,s","p"
"((p->(p->q))->(r->~(q->((s->~p)->q))))->(~(t->~r)->s)","r,s,t","r,s,t","r,s,t","q","p"
"p->(((q->(r->(((p->r)->((r->~~p)->s))->p)))->~~t)->t)","p,t","p,t","q,r","q,r","s"
"(((p->q)->(q->r))->q)->~(((r->q)->(s->~t))->~(t->~p))","q,t","q,t","p,r","p,r","s"
"(~~(p->(q->r))->(r->s))->((~s->t)->(((s->~q)->r)->t))","t","q,r,s","q,r,s","q,r,s","p"
"(p->~(((q->p)->((r->~~~q)->p))->((r->s)->(r->q))))->t","t","p,q,r","p,q,r","p,q,r","s"
"(((~p->q)->(p->((~~r->r)->s)))->q)->((t->(r->r))->~p)","p","q,r,s","q,r,s","q,r,s","t"
"(~(p->q)->(((q->((~~q->p)->~(r->p)))->(s->s))->s))->t","t","p,q,s","p,q,s","p,q,s","r"
"(~~((((p->q)->r)->s)->s)->(s->(t->s)))->(t->(~~t->p))","p,t","p,t","r,s","r,s","q"
"~~p->((~~((p->q)->r)->(((s->(r->q))->(t->r))->s))->s)","p,s","p,s","q,r","q,r","t"
"~(((p->q)->r)->(~s->(((p->t)->((~~q->t)->(p->p)))->r)))","r,s","r,s","p,q","p,q","t"
"(p->(((~q->q)->p)->r))->((s->~((t->p)->(s->~~p)))->p)","p","q,r,s","q,r,s","q,r,s","t"
"~(((p->q)->(q->p))->~((r->(((q->s)->(t->t))->t))->~~s))","p,q,s,t","p,q,s,t","p,q,s,t","p,q,s,t","r"
"((p->q)->~p)->((p->(~(~r->(r->~q))->s))->(t->(q->p)))","p,q,t","p,q,t","p,q,t","r","s"
"((((p->q)->r)->((~q->~r)->(~r->(s->(t->t)))))->s)->~t","s,t","s,t","q,r","q,r","p"
"~((~p->(p->~((((q->~r)->(s->q))->t)->p)))->s)->(p->p)","p","q","r","s","t"
"(((p->((~(q->r)->~s)->p))->(~s->(~t->(q->s))))->r)->p","p","q,r,s","q,r,s","q,r,s","t"
"p->~(((((~q->(p->r))->(s->p))->p)->(~q->(s->s)))->~t)","p","q,s,t","q,s,t","q,s,t","r"
"(~~p->q)->(((r->~(s->s))->((p->p)->(t->q)))->(t->~s))","s,t","s,t","p,q","p,q","r"
"(p->(((q->(r->~(s->~r)))->p)->((p->p)->q)))->(~r->~t)","r,t","r,t","p,q","p,q","s"
"(~(p->q)->(~~r->(q->(((r->p)->(q->s))->p))))->(t->~p)","p,t","p,t","q,r","q,r","s"
"~(((p->((((~p->q)->r)->s)->(s->t)))->(p->(t->~s)))->~q)","q","p,s,t","p,s,t","p,s,t","r"
"p->(((~(q->(~p->((p->~(r->(~q->q)))->s)))->s)->t)->r)","p,r","p,r","q,t","q,t","s"
"(p->q)->(p->(r->(((q->~((p->s)->t))->~s)->~(~q->q))))","p,q,r","p,q,r","p,q,r","s","t"
"(p->((~((p->q)->r)->(~(s->t)->q))->(~(s->p)->~r)))->s","s","p","q","r","t"
"p->((((q->(r->(r->p)))->s)->~(~(t->p)->(s->p)))->~~p)","p","q","r","s","t"
"~~~p->((q->r)->(r->((s->((~r->(t->p))->(t->r)))->s)))","p,r,s","p,r,s","p,r,s","q","t"
"(p->((p->~q)->p))->((r->(((~~p->s)->q)->~t))->(p->t))","p,t","p,t","q,r","q,r","s"
"(~~p->(q->p))->((r->q)->(((r->(~s->(t->q)))->~r)->s))","s","p,q,r","p,q,r","p,q,r","t"
"~((((p->q)->(r->s))->q)->(t->((r->t)->(~t->~~(p->q)))))","t","p","q","r","s"
"(p->(((~~((q->r)->~s)->~q)->r)->((t->s)->q)))->(q->r)","q,r","q,r","p,s","p,s","t"
"~(p->(q->(p->r)))->~~(s->(s->((r->(t->~(q->s)))->p)))","p","q","r","s","t"
"p->~~((q->(~~((((r->s)->s)->s)->r)->(s->t)))->(s->r))","p,r,s","p,r,s","p,r,s","q","t"
"(((p->q)->(q->((p->r)->(~r->~q))))->(~~s->(t->r)))->p","p","q,r,s","q,r,s","q,r,s","t"
"((p->(q->(~r->q)))->(((s->(~~~s->s))->t)->(q->p)))->t","t","p,q,s","p,q,s","p,q,s","r"
"(p->q)->(((~~((~r->(p->r))->s)->((q->p)->~t))->p)->p)","p","q,s,t","q,s,t","q,s,t","r"
"(p->(q->~(((r->~s)->(t->((~~t->r)->(s->p))))->p)))->t","t","p,q,s","p,q,s","p,q,s","r"
"~(p->(q->(~r->((((q->(s->~(t->s)))->(p->s))->r)->~t))))","p,q,r,t","p,q,r,t","p,q,r,t","p,q,r,t","s"
"~(~(p->q)->(((r->((s->r)->t))->t)->((~q->~p)->r)))->t","p,q,r,t","p,q,r,t","p,q,r,t","p,q,r,t","s"
"(p->(p->q))->((r->r)->~(p->(p->(~s->((~t->~r)->s)))))","p,q,r,s","p,q,r,s","p,q,r,s","p,q,r,s","t"
"(~p->((q->~r)->p))->(s->(((p->(q->(r->~s)))->~r)->t))","s,t","s,t","p,r","p,r","q"
"(~((p->~(q->((~r->q)->s)))->(q->q))->~((t->q)->q))->r","r","p,q,t","p,q,t","p,q,t","s"
"p->(~q->((r->(s->t))->((~(r->p)->(p->~(~r->t)))->t)))","p,q,t","p,q,t","p,q,t","r","s"
"~(p->((q->((((r->(~p->p))->r)->~s)->t))->(~r->s)))->q","p,q,r,s","p,q,r,s","p,q,r,s","p,q,r,s","t"
"~~((p->p)->~~((((p->q)->((r->(p->s))->s))->q)->(r->t)))","r,t","r,t","p,q","p,q","s"
"(~(p->(~~(((q->r)->((~r->s)->(q->t)))->s)->t))->t)->p","p","q","r","s","t"
"(p->((p->((q->~(~(~p->r)->r))->s))->((t->~r)->r)))->p","p","q","r","s","t"
"p->((((q->q)->~(~r->((s->q)->t)))->(~t->(s->~t)))->r)","p,r","p,r","q,t","q,t","s"
"((~(~(p->p)->q)->(r->~((s->t)->(p->r))))->p)->~(t->s)","p","r,s,t","r,s,t","r,s,t","q"
"~((~((~(p->q)->~(((q->p)->(q->(r->p)))->s))->p)->p)->t)","p,t","p,t","q,s","q,s","r"
"(~(~(p->q)->(r->(((s->~s)->(~(p->s)->t))->q)))->t)->q","q","p,r,t","p,r,t","p,r,t","s"
"p->((q->r)->(((r->(p->~q))->(~s->~((t->t)->~t)))->p))","p","q","r","s","t"
"((p->q)->((~(p->(r->s))->(p->(s->p)))->~t))->(q->~~s)","q,s","q,s","p,t","p,t","r"
"(p->~(q->r))->(~(~((s->t)->~(t->p))->s)->((r->t)->q))","q,s","q,s","p,t","p,t","r"
"p->~(~((q->((~p->r)->q))->(p->~((s->(s->t))->s)))->p)","p","q","r","s","t"
"(~((p->q)->(p->r))->(p->(~(s->t)->((r->~~p)->r))))->p","p","q","r","s","t"
"p->(q->(~((~r->s)->t)->(~t->(((p->(t->~p))->t)->p))))","p,t","p,t","q","r","s"
"~(((p->((~(q->(p->(~r->~s)))->t)->t))->q)->r)->(r->s)","r","p","q","s","t"
"p->~~(q->(r->(((((p->q)->q)->p)->((s->t)->s))->~~q)))","q","p","r","s","t"
"p->(((((p->~p)->q)->~r)->~~s)->(q->((r->(q->t))->r)))","p,q,r","p,q,r","p,q,r","s","t"
"((p->p)->((q->(q->((r->s)->p)))->((~~p->~t)->~t)))->r","r","p,q,t","p,q,t","p,q,t","s"
"(((p->(q->~(((q->(q->~(~r->~s)))->t)->t)))->r)->r)->t","t","p,q,r","p,q,r","p,q,r","s"
"p->(~((q->(~((q->r)->~((p->~r)->s))->(q->s)))->t)->q)","p,q,t","p,q,t","p,q,t","s","r"
"((~~p->q)->q)->(((q->q)->(r->s))->(((t->p)->s)->~~t))","t","p,q,s","p,q,s","p,q,s","r"
"(~p->~(p->(((p->q)->r)->s)))->(t->(t->(t->~(~t->s))))","p,t","p,t","r,s","r,s","q"
"(((~p->((~q->q)->(r->p)))->(~s->s))->~s)->(t->(p->p))","p","q","r","s","t"
"(p->(~q->r))->~((((p->r)->q)->r)->~(s->((t->~r)->s)))","p,q,r,s","p,q,r,s","p,q,r,s","p,q,r,s","t"
"p->(q->((((p->(~r->p))->~r)->(~p->~r))->((s->p)->t)))","p,q,t","p,q,t","p,q,t","r","s"
"(~((~(~p->(((q->(p->q))->r)->~(s->q)))->q)->t)->r)->p","p","q,r,t","q,r,t","q,r,t","s"
"~(~(p->(~((q->r)->p)->~(r->((q->(s->(s->s)))->s))))->t)","p","q","r","s","t"
"((((p->q)->(~r->(p->q)))->s)->r)->~((r->s)->(~~p->t))","p,r,s,t","p,r,s,t","p,r,s,t","p,r,s,t","q"
"((p->~(~q->p))->(r->(s->q)))->(t->~((p->p)->(~p->p)))","p,t","p,t","q,r","q,r","s"
"((p->(q->(r->~(s->(~r->(q->p))))))->(q->(t->~~q)))->r","r","p,q,t","p,q,t","p,q,t","s"
"((p->(q->(p->~p)))->(r->r))->((p->q)->(s->~~(~q->t)))","q,s,t","q,s,t","q,s,t","r","p"
"(((p->((q->r)->p))->q)->~((s->p)->(~(p->r)->~~q)))->t","q,t","q,t","p,r","p,r","s"
"(p->q)->~(r->~~((q->(s->q))->(~(s->((p->s)->t))->r)))","p,q,r,s","p,q,r,s","p,q,r,s","p,q,r,s","t"
"p->(~(((q->~((~(q->r)->p)->q))->s)->(t->(~p->p)))->s)","p","q","r","s","t"
"((~(p->~q)->(~r->s))->((t->r)->((s->t)->(t->~p))))->s","s","p,r,t","p,r,t","p,r,t","q"
"(p->((q->(r->((s->p)->~(~q->r))))->(q->(~t->q))))->~t","t","p","q","r","s"
"~(((p->q)->(~r->q))->(s->q))->(~t->(q->(~(p->r)->r)))","q","p","r","s","t"
"p->(~(((q->r)->(s->s))->r)->((~t->(s->(~~t->t)))->r))","p,r","p,r","q,s","q,s","t"
"(~((~(p->q)->r)->s)->(p->t))->(~((~p->(q->p))->r)->s)","r,s","r,s","p,t","p,t","q"
"p->~(q->(~r->(p->(q->(((s->p)->~q)->(t->(~r->p)))))))","p","q","r","s","t"
"~((p->(q->(~(((r->q)->(p->s))->t)->q)))->(q->(~q->~t)))","q","p","r","s","t"
"~(p->(~(q->(~p->r))->s))->(~(p->((t->r)->s))->(s->p))","p,s","p,s","q","r","t"
"(((p->q)->(~(~q->r)->p))->p)->((p->(~s->q))->(t->~r))","r,t","r,t","p,q","p,q","s"
"~((((p->q)->((r->~(s->~(~t->(r->t))))->t))->(t->r))->s)","s","r,t","r,t","p,q","p,q"
"(((~((p->((~q->(r->p))->q))->~s)->p)->(q->s))->t)->~t","t","p","q","r","s"
"~~((p->(((q->(q->(r->(~(p->s)->q))))->t)->(q->s)))->~t)","t","p,q,s","p,q,s","p,q,s","r"
"p->(((q->q)->((r->~~q)->(p->(~q->r))))->(s->~(t->q)))","p,s","p,s","q,t","q,t","r"
"(((p->q)->~(~(~p->((r->s)->(p->~r)))->s))->(r->r))->t","t","p,r,s","p,r,s","p,r,s","q"
"~((p->q)->~q)->(((r->q)->s)->~(t->(r->((~q->q)->q))))","q","r","p,s,t","p,s,t","p,s,t"
"(~(((((p->~q)->r)->~s)->s)->s)->((t->r)->(s->t)))->~q","q","r,s,t","r,s,t","r,s,t","p"
"(p->(~p->(q->~~~((((r->r)->s)->p)->((t->q)->t)))))->p","p","q","r","s","t"
"~(p->(p->(p->p)))->((p->((p->(p->(~p->p)))->p))->(p->p))","p","p","p","p","p"
"(((p->~p)->p)->((p->(p->(p->(p->~(p->(p->p))))))->p))->p","p","p","p","p","p"
"((p->p)->~p)->((p->(p->~(((p->p)->(p->p))->(p->p))))->p)","p","p","p","p","p"
"(p->(p->p))->(p->(p->(p->((~p->~p)->(p->((p->p)->p))))))","p","p","p","p","p"
"((p->~(((p->p)->(p->(p->p)))->(p->p)))->~p)->((p->p)->p)","p","p","p","p","p"
"(p->(p->((((~(p->(~(p->p)->p))->p)->p)->(p->p))->p)))->p","p","p","p","p","p"
"(p->((p->p)->p))->((p->(p->p))->(~p->((p->(p->~p))->p)))","p","p","p","p","p"
"((p->(p->~(((p->(p->p))->p)->p)))->(p->~p))->(p->(p->p))","p","p","p","p","p"
"(p->(p->(p->((p->((~p->p)->(p->~(p->p))))->p))))->(p->p)","p","p","p","p","p"
"~(((((((~(p->p)->p)->p)->((p->p)->p))->(p->p))->p)->p)->p)","p","p","p","p","p"
"(p->(p->(p->(p->~((p->(p->(p->(p->(~p->p)))))->p)))))->p","p","p","p","p","p"
"p->(p->(~((((~p->p)->p)->((p->p)->(p->(p->p))))->p)->p))","p","p","p","p","p"
"(p->(((p->p)->~p)->((p->(~p->p))->(((p->p)->p)->p))))->p","p","p","p","p","p"
